Fid,Age,Gender,Street ,City,Latitude,Longitude,DateTime,Consumed_Power_Units,Sector,Division,Label
221.228.208.97-10.42.0.211-80-56419-6,36,Male,941 England Avenue,Courtenay,49.688369,-124.998312,27-01-23 9:25,6210,Transportation,Div4,0
203.205.147.229-10.42.0.151-80-56203-6,59,Female,941 England Avenue,Courtenay,49.688369,-124.998312,27-01-23 9:33,250,Commerical,Div10,1
10.42.0.151-23.99.112.73-50411-443-6,62,Female,489 Alberni Highway,Parksville,49.310477,-124.32557,27-01-23 9:51,1400,Commercial Shops,Div11,0
203.130.53.126-10.42.0.211-80-53587-6,56,Female,489 Alberni Highway,Parksville,49.310477,-124.32557,27-01-23 10:16,1140,Industrial,Div7,1
10.42.0.42-23.194.141.179-60395-443-6,64,Male,489 Alberni Highway,Parksville,49.310477,-124.32557,27-01-23 10:29,1280,Residential,Div6,0
172.217.6.234-10.42.0.211-443-37892-6,44,Male,1775 Furney Place,Port McNeill,50.58967,-127.084112,27-01-23 10:38,600,Transportation,Div5,1
172.217.3.110-10.42.0.151-443-53007-6,54,Male,200-1100 Island Highway,Campbell River,50.027225,-125.242937,27-01-23 10:47,1640,Commerical,Div4,0
172.217.7.227-10.42.0.211-443-40311-6,62,Male,961 England Avenue,Courtenay,49.688161,-124.998245,27-01-23 10:55,1280,Commercial Shops,Div3,0
10.42.0.151-54.197.254.190-42696-443-6,63,Male,7070 Market Street,Port Hardy,50.720836,-127.492462,27-01-23 11:17,600,Industrial,Div15,0
180.149.136.194-10.42.0.151-80-34409-6,46,Male,530 Fraser Street,Victoria,48.429165,-123.412896,27-01-23 11:39,640,Residential,Div12,0
10.42.0.42-72.21.206.135-42732-443-6,59,Male,675 Canada Avenue,Duncan,48.782111,-123.708341,27-01-23 11:53,1250,Transportation,Div11,0
10.42.0.151-64.71.142.124-36905-80-6,70,Male,1111 4th Avenue,Ladysmith,48.995647,-123.82768,27-01-23 12:00,1140,Commerical,Div11,1
10.42.0.1-10.42.0.42-53-64603-17,72,Female,961 England Avenue,Courtenay,49.688161,-124.998245,27-01-23 12:06,1567,Commercial Shops,Div10,1
10.42.0.211-104.209.188.76-60164-443-6,48,Male,137 Crofton Road,Salt Spring Island,48.861666,-123.508644,27-01-23 12:17,2923,Industrial,Div1,0
172.217.3.36-10.42.0.151-443-50327-6,67,Male,4201 6th Avenue,Port Alberni,49.252637,-124.803268,27-01-23 13:04,6878,Residential,Div2,0
180.149.135.239-10.42.0.42-80-43784-6,57,Female,200-1100 Island Highway,Campbell River,50.027225,-125.242937,27-01-23 13:09,3806,Transportation,Div4,0
172.217.11.35-10.42.0.211-80-39653-6,59,Female,1775 Furney Place,Port McNeill,50.58967,-127.084112,27-01-23 13:12,1083,Commerical,Div10,1
10.42.0.211-77.234.41.79-34687-443-6,65,Male,265 First Street,Tofino,49.150819,-125.907906,27-01-23 13:24,1090,Commercial Shops,Div11,1
172.217.10.99-10.42.0.211-80-55269-6,76,Male,345 Wale Road,Victoria,48.444807,-123.471939,27-01-23 13:47,2923,Industrial,Div7,1
10.42.0.151-104.244.43.67-33915-443-6,56,Female,601 Trumpeter Drive,Gold River,49.78125,-126.048774,27-01-23 13:53,2923,Residential,Div6,1
10.42.0.211-10.42.0.1-3295-53-17,64,Male,1665 Grant Avenue,Nanaimo,49.186303,-123.965493,27-01-23 13:57,2923,Transportation,Div5,1
10.42.0.211-23.21.51.186-42604-443-6,52,Male,58 Cowichan Avenue West,Lake Cowichan,48.82228,-124.054923,27-01-23 13:59,2923,Commerical,Div4,0
162.208.22.39-10.42.0.211-443-56808-6,60,Female,1947 Cook Street,Victoria,48.431142,-123.352711,27-01-23 14:05,2923,Commercial Shops,Div3,1
10.42.0.211-64.71.142.110-42044-443-6,82,Female,7070 Market Street,Port Hardy,50.720836,-127.492462,27-01-23 14:08,2923,Industrial,Div15,0
10.42.0.211-10.42.0.1-6965-53-17,60,Female,80 Chapel Street,Nanaimo,49.168161,-123.937451,27-01-23 14:16,2923,Residential,Div12,0
172.217.12.202-10.42.0.211-443-34530-6,59,Male,3995 Quadra Street,Victoria,48.469592,-123.364261,27-01-23 14:32,2923,Transportation,Div11,0
10.42.0.211-10.42.0.1-12215-53-17,74,Female,104-6672 Wadams Way,Sooke,48.380553,-123.72461,27-01-23 14:45,4168,Commerical,Div1,1
208.185.50.80-10.42.0.151-443-52438-6,59,Male,2170 Mount Newton Cross Road,Saanichton,48.594178,-123.409621,27-01-23 14:45,4168,Commercial Shops,Div2,0
209.85.201.188-10.42.0.151-5228-58707-6,60,Female,1250 Quadra Street,Victoria,48.425242,-123.359572,27-01-23 15:05,4540,Industrial,Div4,1
203.205.179.170-10.42.0.42-80-51626-6,63,Female,3020 Blanshard Street,Victoria,48.444073,-123.3669,27-01-23 16:03,2923,Residential,Div10,0
10.42.0.211-108.174.11.1-60202-443-6,68,Male,3020 Blanshard Street,Victoria,48.444073,-123.3669,27-01-23 16:18,0,Transportation,Div11,1
172.217.3.99-10.42.0.151-443-49972-6,54,Male,535 Ellice Street,Victoria,48.4296,-123.369922,27-01-23 16:38,100,Commerical,Div7,0
172.217.12.202-10.42.0.211-443-57090-6,61,Male,535 Ellice Street,Victoria,48.4296,-123.369922,27-01-23 17:04,250,Commercial Shops,Div6,1
10.42.0.151-10.42.0.1-15307-53-17,47,Female,123 Gorge Road East,Victoria,48.426887,-123.363952,28-01-23 7:53,250,Industrial,Div5,1
10.42.0.151-123.125.29.220-58362-80-6,58,Female,123 Gorge Road East,Victoria,48.426887,-123.363952,28-01-23 7:55,250,Residential,Div4,0
10.42.0.151-10.42.0.1-34108-53-17,45,Male,437 Wesley Street,Nanaimo,49.162967,-123.938986,28-01-23 7:58,250,Transportation,Div3,1
10.42.0.151-10.42.0.1-47356-53-17,67,Male,437 Wesley Street,Nanaimo,49.162967,-123.938986,28-01-23 8:00,250,Commerical,Div15,0
202.77.129.150-10.42.0.211-80-37141-6,40,Male,221 Trunk Road,Duncan,48.777033,-123.70306,28-01-23 8:01,640,Commercial Shops,Div12,0
198.11.132.178-10.42.0.211-443-48329-6,64,Female,221 Trunk Road,Duncan,48.777033,-123.70306,28-01-23 8:05,1190,Industrial,Div11,1
208.80.154.224-10.42.0.211-443-59417-6,43,Female,1330 Dogwood Street,Campbell River,50.028865,-125.247075,28-01-23 8:09,65200,Residential,Div10,1
10.42.0.211-10.42.0.1-43323-53-17,64,Female,1330 Dogwood Street,Campbell River,50.028865,-125.247075,28-01-23 8:37,2700,Transportation,Div1,0
172.217.10.110-10.42.0.151-443-44051-6,54,Male,941 Pandora Avenue,Victoria,48.427254,-123.357604,28-01-23 8:40,1640,Commerical,Div2,1
202.77.129.146-10.42.0.42-80-55079-6,56,Female,941 Pandora Avenue,Victoria,48.427254,-123.357604,28-01-23 9:00,2800,Commercial Shops,Div4,0
157.240.18.36-10.42.0.211-443-54983-6,56,Male,844 Johnson Street,Victoria,48.427093,-123.359843,28-01-23 9:21,1656,Industrial,Div10,1
10.42.0.211-66.231.239.125-39004-443-6,60,Female,844 Johnson Street,Victoria,48.427093,-123.359843,28-01-23 9:27,1865,Residential,Div11,0
10.42.0.211-104.192.110.245-48991-80-6,68,Male,3699 3rd Avenue,Port Alberni,49.2434,-124.807526,28-01-23 9:38,1090,Transportation,Div7,1
10.42.0.211-106.39.169.66-51886-80-6,67,Female,3699 3rd Avenue,Port Alberni,49.2434,-124.807526,28-01-23 9:44,2990,Commerical,Div6,0
10.42.0.1-10.42.0.42-53-33419-17,30,Male,1925 Blanshard Street,Victoria,48.431724,-123.360718,28-01-23 9:57,1245,Commercial Shops,Div5,0
10.42.0.1-10.42.0.42-53-2743-17,74,Male,1925 Blanshard Street,Victoria,48.431724,-123.360718,28-01-23 10:14,1090,Industrial,Div4,0
10.42.0.151-118.123.114.134-43500-80-6,55,Female,310 Gorge Road E,Victoria,48.443335,-123.378485,28-01-23 10:42,1540,Residential,Div3,0
174.35.73.93-10.42.0.151-80-44002-6,46,Male,310 Gorge Road E,Victoria,48.443335,-123.378485,28-01-23 11:07,1540,Transportation,Div15,0
172.217.10.78-10.42.0.151-443-42284-6,63,Male,941C England Avenue,Courtenay,49.688193,-124.998308,28-01-23 11:20,1132,Commerical,Div12,1
10.42.0.211-66.102.255.40-51275-443-6,25,Male,941C England Avenue,Courtenay,49.688193,-124.998308,28-01-23 11:37,1165,Commercial Shops,Div11,1
172.217.6.206-10.42.0.151-443-59197-6,61,Male,302-2955 Jutland Road,Victoria,48.439334,-123.378671,28-01-23 11:49,1540,Industrial,Div1,0
162.208.20.184-10.42.0.211-443-56626-6,62,Female,302-2955 Jutland Road,Victoria,48.439334,-123.378671,28-01-23 11:57,1514,Residential,Div2,0
10.42.0.211-87.248.114.81-36411-443-6,55,Male,302-2955 Jutland Road,Victoria,48.439334,-123.378671,28-01-23 12:06,1690,Transportation,Div4,0
10.42.0.211-54.235.81.66-45347-443-6,65,Female,1200 Dufferin Crescent,Nanaimo,49.183502,-123.969945,28-01-23 12:14,1280,Commerical,Div10,1
209.85.201.113-10.42.0.151-443-60819-6,71,Female,1200 Dufferin Crescent,Nanaimo,49.183502,-123.969945,28-01-23 12:26,1090,Commercial Shops,Div11,1
10.42.0.151-108.174.11.1-49793-80-6,61,Male,1200 Dufferin Crescent,Nanaimo,49.183502,-123.969945,28-01-23 12:39,1190,Industrial,Div7,1
10.42.0.211-64.71.142.124-43099-443-6,55,Female,161 4th Street,Duncan,48.783853,-123.709684,28-01-23 12:47,1430,Residential,Div6,1
10.42.0.211-10.42.0.1-13561-53-17,40,Male,161 4th Street,Duncan,48.783853,-123.709684,28-01-23 12:48,900,Transportation,Div5,1
10.42.0.42-119.146.74.49-58917-443-6,69,Male,161 4th Street,Duncan,48.783853,-123.709684,28-01-23 12:56,450,Commerical,Div4,0
192.229.173.173-10.42.0.211-80-36975-6,70,Female,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,28-01-23 13:13,3590,Commercial Shops,Div3,1
10.42.0.211-10.42.0.1-58247-53-17,64,Female,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,28-01-23 13:14,1450,Industrial,Div15,0
203.205.190.40-10.42.0.211-80-38789-6,66,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,28-01-23 13:26,1300,Residential,Div12,0
10.42.0.151-10.42.0.1-20297-53-17,60,Female,101 Lerwick Road,Courtenay,49.712428,-124.969565,28-01-23 13:36,1450,Transportation,Div2,0
10.42.0.211-23.203.49.224-38006-443-6,63,Female,101 Lerwick Road,Courtenay,49.712428,-124.969565,28-01-23 13:40,1450,Commerical,Div4,1
180.149.153.234-10.42.0.211-80-52398-6,71,Male,101 Lerwick Road,Courtenay,49.712428,-124.969565,28-01-23 13:45,2704,Commercial Shops,Div10,0
10.42.0.211-104.192.108.27-42043-80-6,75,Female,1952 Bay Street,Victoria,48.434061,-123.326541,28-01-23 13:49,1578,Industrial,Div11,1
220.243.219.55-10.42.0.211-80-54840-6,60,Male,1952 Bay Street,Victoria,48.434061,-123.326541,28-01-23 14:04,1578,Residential,Div7,0
10.42.0.151-10.42.0.1-35673-53-17,54,Female,1119 Pembroke Street,Victoria,48.4311,-123.352,28-01-23 14:06,1789,Transportation,Div6,1
10.42.0.211-10.42.0.1-35373-53-17,70,Male,1119 Pembroke Street,Victoria,48.4311,-123.352,28-01-23 14:41,1370,Commerical,Div5,0
172.217.11.46-10.42.0.211-443-32854-6,56,Female,1119 Pembroke Street,Victoria,48.4311,-123.352,28-01-23 15:55,600,Commercial Shops,Div4,1
10.42.0.211-10.42.0.1-15778-53-17,63,Male,641 Menzies Avenue,Courtenay,49.686109,-125.006476,28-01-23 16:03,4105,Industrial,Div3,1
140.205.134.25-10.42.0.211-443-42969-6,60,Female,641 Menzies Avenue,Courtenay,49.686109,-125.006476,28-01-23 16:15,1430,Residential,Div15,0
10.42.0.151-72.21.206.135-52945-443-6,54,Male,2894 Chowat Road,Agassiz,49.253816,-121.730183,28-01-23 16:23,1460,Transportation,Div12,1
10.42.0.211-61.155.222.80-55950-80-6,65,Female,2894 Chowat Road,Agassiz,49.253816,-121.730183,28-01-23 16:24,7011,Commerical,Div11,0
10.42.0.211-52.1.165.28-34713-443-6,56,Male,2894 Chowat Road,Agassiz,49.253816,-121.730183,28-01-23 16:29,2320,Commercial Shops,Div1,0
10.42.0.211-72.30.3.43-55620-443-6,58,Female,2895 Chowat Road,Agassiz,49.255136,-121.73034,28-01-23 16:39,1881,Industrial,Div2,1
220.194.79.21-10.42.0.151-80-55014-6,48,Female,2895 Chowat Road,Agassiz,49.255136,-121.73034,28-01-23 16:50,3593,Residential,Div4,1
172.217.11.34-10.42.0.151-443-38841-6,59,Female,2895 Chowat Road,Agassiz,49.255136,-121.73034,28-01-23 17:01,6030,Transportation,Div10,0
203.90.242.126-10.42.0.211-80-34174-6,68,Male,2895 Chowat Road,Agassiz,49.255136,-121.73034,28-01-23 17:09,2730,Commerical,Div11,1
10.42.0.211-103.235.46.39-45084-80-6,34,Male,2895 Chowat Road,Agassiz,49.255136,-121.73034,28-01-23 17:11,2726,Commercial Shops,Div7,0
172.217.11.14-10.42.0.211-443-50940-6,54,Male,2895 Chowat Road,Agassiz,49.255136,-121.73034,28-01-23 17:13,250,Industrial,Div6,1
10.42.0.151-104.192.110.245-56865-443-6,57,Female,2895 Chowat Road,Agassiz,49.255136,-121.73034,28-01-23 17:16,250,Residential,Div5,0
205.204.101.182-10.42.0.151-443-48989-6,65,Male,10115 110th Avenue,Fort St John,56.255165,-120.850481,28-01-23 17:18,250,Transportation,Div4,1
10.42.0.211-23.21.51.186-33816-443-6,77,Female,1444 Edmonton Street,Prince George,53.911607,-122.762841,29-01-23 7:36,2427,Commerical,Div3,0
172.217.12.206-10.42.0.151-443-49517-6,54,Female,5500 Hospital Road,Chetwynd,55.69602,-121.646382,29-01-23 7:50,2115,Commercial Shops,Div15,0
10.42.0.211-10.42.0.1-51804-53-17,57,Male,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,29-01-23 7:53,1740,Industrial,Div12,0
10.42.0.211-10.42.0.1-39616-53-17,70,Female,3793 Alfred Avenue,Smithers,54.778426,-127.174425,29-01-23 7:59,2280,Residential,Div11,0
202.77.129.150-10.42.0.42-443-54178-6,72,Male,3412 Kalum Street,Terrace,54.521851,-128.586395,29-01-23 8:05,1900,Transportation,Div11,0
172.217.11.10-10.42.0.211-443-33660-6,66,Female,1308 Alward Street,Prince George,53.912542,-122.766423,29-01-23 8:09,1000,Commerical,Div10,1
192.229.173.173-10.42.0.211-80-58053-6,60,Male,1308 Alward Street,Prince George,53.912542,-122.766423,29-01-23 8:15,1721,Commercial Shops,Div1,1
10.42.0.211-10.42.0.1-11470-53-17,59,Female,1308 Alward Street,Prince George,53.912542,-122.766423,29-01-23 8:46,107,Industrial,Div2,0
10.42.0.211-119.146.74.34-33152-80-6,74,Male,3793 Alfred Avenue,Smithers,54.778426,-127.174425,29-01-23 8:58,1590,Residential,Div4,0
172.217.12.174-10.42.0.42-443-35189-6,74,Female,3299 Hospital Road,Vanderhoof,54.029158,-124.009248,29-01-23 9:07,608,Transportation,Div10,0
10.42.0.151-88.212.196.77-37520-443-6,48,Male,920 S Lahakas Blvd,Kitimat,54.050409,-128.647481,29-01-23 9:16,3820,Commerical,Div11,1
206.126.112.142-10.42.0.151-443-57458-6,62,Male,741 Centre Street,Burns Lake,54.23549,-125.76,29-01-23 9:23,1180,Commercial Shops,Div7,1
220.170.182.31-10.42.0.211-443-52257-6,60,Female,111-250 Douglas Avenue,Fort St James,54.442345,-124.250281,29-01-23 10:14,46950,Industrial,Div6,1
10.42.0.42-23.206.125.17-44313-80-6,74,Male,10115 110th Avenue,Fort St John,56.255165,-120.850481,29-01-23 10:23,0,Residential,Div5,1
10.42.0.151-10.42.0.1-18467-53-17,61,Female,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,29-01-23 10:31,2170,Transportation,Div4,1
10.42.0.211-31.13.80.8-34682-443-6,45,Female,3412 Kalum Street,Terrace,54.521851,-128.586395,29-01-23 10:39,-1526,Commerical,Div3,0
10.42.0.151-106.39.169.66-42723-80-6,60,Male,5217 Airport Drive,Fort Nelson,58.807963,-122.695524,29-01-23 11:51,-946,Commercial Shops,Div15,1
10.42.0.211-95.213.11.133-57598-443-6,60,Female,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,29-01-23 12:07,-1269,Industrial,Div12,0
202.77.129.230-10.42.0.211-80-51592-6,45,Male,523 Front Street,Quesnel,52.980639,-122.498671,29-01-23 12:13,-323,Residential,Div11,0
192.229.173.173-10.42.0.211-80-42357-6,57,Male,188 Discovery Avenue,Atlin,59.574828,-133.704315,29-01-23 12:49,5204,Transportation,Div1,0
10.42.0.42-37.1.203.158-56770-443-6,45,Female,5500 Hospital Road,Chetwynd,55.69602,-121.646382,29-01-23 13:24,-2617,Commerical,Div2,1
10.42.0.42-52.84.29.55-46489-443-6,49,Male,130 Chowsunket Street,Fraser Lake,54.059109,-124.849774,29-01-23 13:27,1380,Commercial Shops,Div4,0
10.42.0.211-115.239.210.141-55142-80-6,72,Female,1 Hagen Street,Granisle,54.885652,-126.207011,29-01-23 13:45,1202,Industrial,Div10,1
172.217.10.234-10.42.0.151-443-36555-6,43,Female,2510 62 Highway,Hazelton,55.259776,-127.651112,29-01-23 14:31,1640,Residential,Div11,0
10.42.0.211-106.39.162.36-47022-80-6,44,Female,3202 14th Street,Houston,54.396218,-126.652811,29-01-23 14:35,2373,Transportation,Div7,1
10.42.0.211-10.42.0.1-42077-53-17,66,Male,10309 Kyllo Street,Hudson's Hope,56.026604,-121.914866,29-01-23 14:38,640,Commerical,Div6,0
203.205.179.172-10.42.0.42-80-51621-6,45,Female,45 Centennial Drive,Mackenzie,55.337663,-123.101227,29-01-23 14:43,2060,Commercial Shops,Div5,1
175.100.207.206-10.42.0.211-80-35502-6,55,Male,2520 Harrison Avenue,Masset,54.012317,-132.151708,29-01-23 15:35,1140,Industrial,Div4,1
10.42.0.211-111.202.114.77-55852-443-6,75,Female,1136 5th Avenue,Mcbride,53.300909,-120.16308,29-01-23 15:58,1525,Residential,Div3,0
203.205.179.170-10.42.0.151-80-43736-6,65,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,29-01-23 16:10,1624,Transportation,Div15,1
172.217.12.206-10.42.0.151-443-35357-17,63,Female,904 Brightwell Street,Stewart,55.939636,-129.990761,29-01-23 16:18,4130,Commerical,Div12,0
10.42.0.211-54.88.89.240-46128-443-6,69,Male,7171 Highway 37,Dease Lake,58.441804,-129.992101,29-01-23 16:19,1430,Commercial Shops,Div11,0
151.101.2.2-10.42.0.211-443-58852-6,72,Female,220 Front Street,Tumbler Ridge,55.125373,-121.00198,29-01-23 16:55,1140,Industrial,Div10,1
131.253.61.98-10.42.0.151-443-36278-6,76,Male,3209 Oceanview Drive,Queen Charlotte,53.254868,-132.070526,29-01-23 17:06,2204,Residential,Div1,1
172.217.10.110-10.42.0.151-443-46573-6,41,Female,395 Elliott Street,Quesnel,52.977979,-122.504262,29-01-23 17:15,1190,Transportation,Div2,0
10.42.0.211-10.42.0.1-12030-53-17,48,Female,395 Elliott Street,Quesnel,52.977979,-122.504262,29-01-23 17:24,930,Commerical,Div4,1
10.42.0.211-10.42.0.1-33159-53-17,59,Male,395 Elliott Street,Quesnel,52.977979,-122.504262,29-01-23 17:37,1370,Commercial Shops,Div10,0
172.217.12.195-10.42.0.151-443-37933-6,46,Female,1308 Alward Street,Prince George,53.912542,-122.766423,29-01-23 17:41,-4339,Industrial,Div11,1
172.217.9.227-10.42.0.42-443-39562-17,64,Male,1308 Alward Street,Prince George,53.912542,-122.766423,29-01-23 17:53,8660,Residential,Div7,0
182.22.24.124-10.42.0.42-443-38543-6,44,Male,1308 Alward Street,Prince George,53.912542,-122.766423,29-01-23 18:00,1343,Transportation,Div6,1
158.85.58.51-10.42.0.211-443-58113-6,60,Male,1308 Alward Street,Prince George,53.912542,-122.766423,29-01-23 18:09,500,Commerical,Div5,0
172.217.7.227-10.42.0.211-443-55494-6,44,Female,4542 Park Avenue,Terrace,54.518142,-128.584199,29-01-23 18:24,690,Commercial Shops,Div4,0
151.101.21.140-10.42.0.211-443-56712-6,65,Male,4542 Park Avenue,Terrace,54.518142,-128.584199,29-01-23 18:43,950,Industrial,Div3,0
10.42.0.211-13.107.3.128-56626-443-6,49,Male,4542 Park Avenue,Terrace,54.518142,-128.584199,30-01-23 10:26,1250,Residential,Div15,0
172.217.3.110-10.42.0.211-443-46469-6,48,Female,4542 Park Avenue,Terrace,54.518142,-128.584199,30-01-23 11:58,4830,Transportation,Div12,0
172.217.10.234-10.42.0.151-443-58317-6,41,Male,9900 100th Avenue,Fort St John,56.246612,-120.846061,31-01-23 8:12,840,Commerical,Div11,1
162.208.22.39-10.42.0.211-443-49086-6,76,Female,9900 100th Avenue,Fort St John,56.246612,-120.846061,31-01-23 9:02,1285,Commercial Shops,Div1,1
172.217.10.42-10.42.0.211-443-52822-6,46,Male,9900 100th Avenue,Fort St John,56.246612,-120.846061,31-01-23 9:08,250,Industrial,Div2,0
203.205.144.183-10.42.0.151-80-46140-6,61,Female,9900 100th Avenue,Fort St John,56.246612,-120.846061,31-01-23 9:22,250,Residential,Div4,0
10.42.0.211-108.174.11.1-59536-443-6,75,Male,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,31-01-23 9:25,1966,Transportation,Div10,0
10.42.0.211-112.80.248.187-50806-80-6,45,Male,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,31-01-23 9:28,2076,Commerical,Div11,1
10.42.0.151-10.42.0.1-14087-53-17,52,Male,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,31-01-23 9:30,1090,Commercial Shops,Div2,1
169.54.129.41-10.42.0.151-443-32814-6,63,Female,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,31-01-23 9:35,1286,Industrial,Div4,1
10.42.0.211-10.42.0.1-33412-53-17,55,Male,3793 Alfred Avenue,Smithers,54.778426,-127.174425,31-01-23 9:40,5805,Residential,Div10,1
172.217.9.238-10.42.0.211-80-39662-6,72,Male,3793 Alfred Avenue,Smithers,54.778426,-127.174425,31-01-23 9:42,950,Transportation,Div11,1
216.58.219.228-10.42.0.211-443-40302-6,68,Female,3793 Alfred Avenue,Smithers,54.778426,-127.174425,31-01-23 9:46,1640,Commerical,Div7,0
10.42.0.211-10.42.0.1-21114-53-17,63,Female,3793 Alfred Avenue,Smithers,54.778426,-127.174425,31-01-23 9:48,1517,Commercial Shops,Div6,1
10.42.0.211-66.198.24.224-59005-80-6,71,Male,1308 Alward Street,Prince George,53.912542,-122.766423,31-01-23 9:50,2535,Industrial,Div5,0
10.42.0.151-10.42.0.1-44801-53-17,45,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 9:53,9166,Residential,Div4,0
192.229.173.173-10.42.0.42-80-41633-6,59,Female,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 9:54,4850,Transportation,Div3,0
140.205.230.8-10.42.0.42-80-59675-6,68,Female,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 9:57,1029,Commerical,Div15,1
10.42.0.42-13.107.254.128-52842-443-6,56,Female,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 10:04,1029,Commercial Shops,Div12,0
10.42.0.1-10.42.0.42-42096-5351-17,56,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 10:09,250,Industrial,Div11,1
172.217.10.238-10.42.0.42-443-52894-6,53,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 10:11,250,Residential,Div1,0
10.42.0.151-10.42.0.1-16351-53-17,70,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 10:12,250,Transportation,Div2,1
10.42.0.211-10.42.0.1-3132-53-17,64,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,31-01-23 10:20,1177,Commerical,Div4,0
172.217.6.238-10.42.0.151-443-34037-6,78,Male,1148 7th Avenue,Prince George,53.913553,-122.74552,31-01-23 10:42,550,Commercial Shops,Div10,1
180.163.255.159-10.42.0.42-443-58586-6,81,Female,1148 7th Avenue,Prince George,53.913553,-122.74552,31-01-23 10:45,950,Industrial,Div11,1
10.42.0.211-10.42.0.1-53074-53-17,59,Male,1148 7th Avenue,Prince George,53.913553,-122.74552,31-01-23 10:55,2190,Residential,Div7,0
172.217.12.130-10.42.0.151-443-56144-6,56,Male,1308 Alward Street,Prince George,53.912542,-122.766423,31-01-23 11:04,1727,Transportation,Div6,1
203.205.147.229-10.42.0.211-80-57572-6,51,Male,1308 Alward Street,Prince George,53.912542,-122.766423,31-01-23 12:48,2914,Commerical,Div5,0
172.217.12.176-10.42.0.42-443-54836-6,80,Male,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 8:49,1140,Commercial Shops,Div4,0
10.42.0.151-10.42.0.1-23281-53-17,63,Male,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 9:01,2450,Industrial,Div3,1
172.217.7.227-10.42.0.42-443-33848-6,68,Female,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 9:44,8940,Residential,Div15,1
10.42.0.211-125.39.133.40-50444-80-6,64,Female,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 10:39,6215,Transportation,Div12,0
172.217.11.14-10.42.0.151-443-45864-6,41,Female,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 10:50,1090,Commerical,Div11,1
172.217.3.110-10.42.0.211-443-52839-6,56,Male,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 11:03,600,Commercial Shops,Div11,0
10.42.0.42-104.192.110.245-36275-443-6,53,Female,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 11:16,1831,Industrial,Div10,1
10.42.0.211-104.244.43.163-39538-443-6,69,Male,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 11:41,840,Residential,Div1,0
172.217.7.206-10.42.0.42-443-42149-6,56,Male,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 11:45,4130,Transportation,Div2,1
10.42.0.151-103.235.46.212-55212-443-6,63,Female,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 11:59,1190,Commerical,Div4,0
172.217.10.42-10.42.0.151-443-42960-6,36,Male,1308 Alward Street,Prince George,53.912542,-122.766423,01-02-23 12:03,4078,Commercial Shops,Div10,0
10.42.0.211-23.101.151.89-51064-443-6,56,Female,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,01-02-23 12:56,1190,Industrial,Div11,0
172.217.3.110-10.42.0.211-443-36036-6,78,Female,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,01-02-23 13:17,2210,Residential,Div7,0
10.42.0.211-47.93.76.169-58598-80-6,64,Male,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,01-02-23 13:23,1430,Transportation,Div6,0
10.42.0.211-54.192.38.236-54586-443-6,65,Male,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,01-02-23 13:37,2310,Commerical,Div5,1
10.42.0.211-10.42.0.1-40100-53-17,63,Female,9900 100th Avenue,Fort St John,56.246612,-120.846061,01-02-23 13:44,1725,Commercial Shops,Div4,1
10.42.0.211-64.71.142.124-35762-80-6,36,Male,9900 100th Avenue,Fort St John,56.246612,-120.846061,01-02-23 13:48,4020,Industrial,Div3,0
10.42.0.211-72.30.2.182-45960-443-6,56,Female,3412 Kalum Street,Terrace,54.521851,-128.586395,01-02-23 13:54,1090,Residential,Div15,0
174.129.32.117-10.42.0.211-443-50864-6,66,Female,3412 Kalum Street,Terrace,54.521851,-128.586395,01-02-23 14:00,3386,Transportation,Div12,0
